date,team1,conference1,team2,conference2,conference_match,sets_1,sets_2,final_score,sets_played,team1_set1,team2_set1,set1_winner,match_winner,comeback_win
2019-09-21,Austin Peay,OVC,Wright St.,Horizon,Non-Conference,0,3,3-0,3,16,25,Wright St.,Wright St.,FALSE
2019-09-21,VCU,Atlantic 10,Colgate,Patriot,Non-Conference,3,2,3-2,5,22,25,Colgate,VCU,TRUE
2019-09-21,Princeton,Ivy League,La Salle,Atlantic 10,Non-Conference,3,0,3-0,3,25,23,Princeton,Princeton,FALSE
2019-09-21,Michigan St.,Big Ten,Western Mich.,MAC,Non-Conference,3,0,3-0,3,25,19,Michigan St.,Michigan St.,FALSE
2019-09-21,Lafayette,Patriot,UMES,MEAC,Non-Conference,3,2,3-2,5,23,25,UMES,Lafayette,TRUE
2019-09-21,Duquesne,Atlantic 10,Eastern Ky.,OVC,Non-Conference,3,1,3-1,4,25,18,Duquesne,Duquesne,FALSE
2019-09-21,Ga. Southern,Sun Belt,ETSU,SoCon,Non-Conference,2,3,3-2,5,23,25,ETSU,ETSU,FALSE
2019-09-21,N.C. A&T,MEAC,UNCW,CAA,Non-Conference,0,3,3-0,3,24,26,UNCW,UNCW,FALSE
2019-09-21,Nicholls St.,Southland,South Alabama,Sun Belt,Non-Conference,0,3,3-0,3,13,25,South Alabama,South Alabama,FALSE
2019-09-21,Delaware St.,MEAC,Bucknell,Patriot,Non-Conference,1,3,3-1,4,25,19,Delaware St.,Bucknell,TRUE
2019-09-21,High Point,Big South,Davidson,Atlantic 10,Non-Conference,3,0,3-0,3,25,17,High Point,High Point,FALSE
2019-09-21,LMU (CA),WCC,Butler,Big East,Non-Conference,3,1,3-1,4,25,17,LMU (CA),LMU (CA),FALSE
2019-09-21,Appalachian St.,Sun Belt,Maryland,Big Ten,Non-Conference,0,3,3-0,3,22,25,Maryland,Maryland,FALSE
2019-09-21,UIW,Southland,Houston,AAC,Non-Conference,2,3,3-2,5,13,25,Houston,Houston,FALSE
2019-09-21,Green Bay,Horizon,Saint Louis,Atlantic 10,Non-Conference,3,0,3-0,3,25,18,Green Bay,Green Bay,FALSE
2019-09-21,Western Ill.,Summit League,Southern Ill.,MVC,Non-Conference,1,3,3-1,4,25,23,Western Ill.,Southern Ill.,TRUE
2019-09-21,Purdue Fort Wayne,Summit League,SIUE,OVC,Non-Conference,3,2,3-2,5,25,18,Purdue Fort Wayne,Purdue Fort Wayne,FALSE
2019-09-21,Providence,Big East,UConn,AAC,Non-Conference,2,3,3-2,5,25,23,Providence,UConn,TRUE
2019-09-21,Samford,SoCon,Western Ky.,C-USA,Non-Conference,0,3,3-0,3,18,25,Western Ky.,Western Ky.,FALSE
2019-09-21,Radford,Big South,North Carolina,ACC,Non-Conference,0,3,3-0,3,16,25,North Carolina,North Carolina,FALSE
2019-09-21,UNC Greensboro,SoCon,Virginia,ACC,Non-Conference,0,3,3-0,3,13,25,Virginia,Virginia,FALSE
2019-09-21,UIC,Horizon,Loyola Chicago,MVC,Non-Conference,3,0,3-0,3,25,22,UIC,UIC,FALSE
2019-09-21,New Orleans,Southland,Col. of Charleston,CAA,Non-Conference,3,2,3-2,5,21,25,Col. of Charleston,New Orleans,TRUE
2019-09-21,Florida A&M,MEAC,Troy,Sun Belt,Non-Conference,0,3,3-0,3,20,25,Troy,Troy,FALSE
2019-09-21,CSUN,Big West,Idaho,Big Sky,Non-Conference,3,2,3-2,5,18,25,Idaho,CSUN,TRUE
2019-09-21,Central Conn. St.,NEC,Hartford,America East,Non-Conference,1,3,3-1,4,10,25,Hartford,Hartford,FALSE
2019-09-21,Stetson,ASUN,South Fla.,AAC,Non-Conference,0,3,3-0,3,19,25,South Fla.,South Fla.,FALSE
2019-09-21,William & Mary,CAA,George Mason,Atlantic 10,Non-Conference,0,3,3-0,3,22,25,George Mason,George Mason,FALSE
2019-09-21,Navy,Patriot,West Virginia,Big 12,Non-Conference,2,3,3-2,5,20,25,West Virginia,West Virginia,FALSE
2019-09-21,Missouri St.,MVC,Ball St.,MAC,Non-Conference,0,3,3-0,3,16,25,Ball St.,Ball St.,FALSE
2019-09-21,Delaware,CAA,Villanova,Big East,Non-Conference,0,3,3-0,3,17,25,Villanova,Villanova,FALSE
2019-09-21,Bryant,NEC,Rhode Island,Atlantic 10,Non-Conference,2,3,3-2,5,21,25,Rhode Island,Rhode Island,FALSE
2019-09-21,Duke,ACC,Hofstra,CAA,Non-Conference,3,1,3-1,4,25,21,Duke,Duke,FALSE
2019-09-21,Sacred Heart,NEC,Yale,Ivy League,Non-Conference,0,3,3-0,3,25,27,Yale,Yale,FALSE
2019-09-21,SFA,Southland,UT Arlington,Sun Belt,Non-Conference,3,0,3-0,3,25,15,SFA,SFA,FALSE
2019-09-21,UMBC,America East,Oakland,Horizon,Non-Conference,1,3,3-1,4,20,25,Oakland,Oakland,FALSE
2019-09-21,UNI,MVC,Marquette,Big East,Non-Conference,1,3,3-1,4,25,20,UNI,Marquette,TRUE
2019-09-21,California,Pac-12,Saint Mary's (CA),WCC,Non-Conference,3,1,3-1,4,25,12,California,California,FALSE
2019-09-21,Oral Roberts,Summit League,Minnesota,Big Ten,Non-Conference,0,3,3-0,3,15,25,Minnesota,Minnesota,FALSE
2019-09-21,Iowa St.,Big 12,Iowa,Big Ten,Non-Conference,3,2,3-2,5,25,18,Iowa St.,Iowa St.,FALSE
2019-09-21,UC Davis,Big West,San Francisco,WCC,Non-Conference,3,0,3-0,3,25,19,UC Davis,UC Davis,FALSE
2019-09-21,UTEP,C-USA,Texas Tech,Big 12,Non-Conference,0,3,3-0,3,19,25,Texas Tech,Texas Tech,FALSE
2019-09-21,North Dakota St.,Summit League,Tennessee,SEC,Non-Conference,0,3,3-0,3,10,25,Tennessee,Tennessee,FALSE
2019-09-21,Seattle U,WAC,UC Riverside,Big West,Non-Conference,3,1,3-1,4,25,19,Seattle U,Seattle U,FALSE
2019-09-21,Utah St.,Mountain West,Weber St.,Big Sky,Non-Conference,0,3,3-0,3,18,25,Weber St.,Weber St.,FALSE
2019-09-21,Montana,Big Sky,Denver,Summit League,Non-Conference,0,3,3-0,3,19,25,Denver,Denver,FALSE
2019-09-21,Santa Clara,WCC,Air Force,Mountain West,Non-Conference,3,2,3-2,5,25,21,Santa Clara,Santa Clara,FALSE
2019-09-21,Middle Tenn.,C-USA,Tennessee Tech,OVC,Non-Conference,1,3,3-1,4,26,24,Middle Tenn.,Tennessee Tech,TRUE
2019-09-21,Illinois,Big Ten,LMU (CA),WCC,Non-Conference,3,1,3-1,4,24,26,LMU (CA),Illinois,TRUE
2019-09-21,Northwestern,Big Ten,DePaul,Big East,Non-Conference,3,0,3-0,3,25,12,Northwestern,Northwestern,FALSE
2019-09-21,Wisconsin,Big Ten,Washington,Pac-12,Non-Conference,0,3,3-0,3,20,25,Washington,Washington,FALSE
2019-09-21,Campbell,Big South,Colorado,Pac-12,Non-Conference,0,3,3-0,3,10,25,Colorado,Colorado,FALSE
2019-09-21,Fresno St.,Mountain West,CSU Bakersfield,WAC,Non-Conference,3,0,3-0,3,25,15,Fresno St.,Fresno St.,FALSE
2019-09-21,Long Beach St.,Big West,San Diego,WCC,Non-Conference,0,3,3-0,3,8,25,San Diego,San Diego,FALSE
2019-09-21,Omaha,Summit League,Grand Canyon,WAC,Non-Conference,2,3,3-2,5,20,25,Grand Canyon,Grand Canyon,FALSE
2019-09-22,New Hampshire,America East,NJIT,ASUN,Non-Conference,3,0,3-0,3,25,12,New Hampshire,New Hampshire,FALSE
2019-09-22,Kennesaw St.,ASUN,South Carolina,SEC,Non-Conference,0,3,3-0,3,20,25,South Carolina,South Carolina,FALSE
2019-09-22,Brown,Ivy League,Georgia St.,Sun Belt,Non-Conference,3,2,3-2,5,25,19,Brown,Brown,FALSE
2019-09-22,New Hampshire,America East,Towson,CAA,Non-Conference,0,3,3-0,3,8,25,Towson,Towson,FALSE
2019-09-22,Howard,MEAC,Georgetown,Big East,Non-Conference,0,3,3-0,3,15,25,Georgetown,Georgetown,FALSE
2019-09-22,Iona,MAAC,Saint Peter's,MAAC,MAAC,3,0,3-0,3,25,20,Iona,Iona,FALSE
2019-09-22,Louisville,ACC,Cincinnati,AAC,Non-Conference,3,2,3-2,5,25,18,Louisville,Louisville,FALSE
2019-09-22,Fairfield,MAAC,Siena,MAAC,MAAC,3,1,3-1,4,23,25,Siena,Fairfield,TRUE
2019-09-22,Quinnipiac,MAAC,Marist,MAAC,MAAC,1,3,3-1,4,24,26,Marist,Marist,FALSE
2019-09-22,Penn St.,Big Ten,Pittsburgh,ACC,Non-Conference,3,2,3-2,5,28,26,Penn St.,Penn St.,FALSE
2019-09-22,Rider,MAAC,Manhattan,MAAC,MAAC,3,1,3-1,4,20,25,Manhattan,Rider,TRUE
2019-09-22,Ark.-Pine Bluff,SWAC,Middle Tenn.,C-USA,Non-Conference,0,3,3-0,3,20,25,Middle Tenn.,Middle Tenn.,FALSE
2019-09-22,McNeese,Southland,La.-Monroe,Sun Belt,Non-Conference,1,3,3-1,4,23,25,La.-Monroe,La.-Monroe,FALSE
2019-09-22,NC State,ACC,Furman,SoCon,Non-Conference,3,0,3-0,3,25,22,NC State,NC State,FALSE
2019-09-22,Notre Dame,ACC,Michigan,Big Ten,Non-Conference,1,3,3-1,4,23,25,Michigan,Michigan,FALSE
2019-09-22,Hawaii,Big West,Baylor,Big 12,Non-Conference,0,3,3-0,3,19,25,Baylor,Baylor,FALSE
2019-09-22,Loyola Maryland,Patriot,NJIT,ASUN,Non-Conference,3,0,3-0,3,25,22,Loyola Maryland,Loyola Maryland,FALSE
2019-09-22,Alcorn,SWAC,La.-Monroe,Sun Belt,Non-Conference,0,3,3-0,3,9,25,La.-Monroe,La.-Monroe,FALSE
2019-09-22,High Point,Big South,South Carolina,SEC,Non-Conference,1,3,3-1,4,19,25,South Carolina,South Carolina,FALSE
2019-09-24,Kennesaw St.,ASUN,NJIT,ASUN,ASUN,3,0,3-0,3,25,19,Kennesaw St.,Kennesaw St.,FALSE
2019-09-24,FGCU,ASUN,Liberty,ASUN,ASUN,0,3,3-0,3,22,25,Liberty,Liberty,FALSE
2019-09-24,Western Ill.,Summit League,Purdue Fort Wayne,Summit League,Summit League,0,3,3-0,3,15,25,Purdue Fort Wayne,Purdue Fort Wayne,FALSE
2019-09-24,The Citadel,SoCon,N.C. Central,MEAC,Non-Conference,1,3,3-1,4,26,24,The Citadel,N.C. Central,TRUE
2019-09-24,Hartford,America East,Bryant,NEC,Non-Conference,3,0,3-0,3,25,18,Hartford,Hartford,FALSE
2019-09-24,South Fla.,AAC,Bethune-Cookman,MEAC,Non-Conference,3,0,3-0,3,25,20,South Fla.,South Fla.,FALSE
2019-09-24,Canisius,MAAC,Niagara,MAAC,MAAC,3,1,3-1,4,25,19,Canisius,Canisius,FALSE
2019-09-24,Texas St.,Sun Belt,Baylor,Big 12,Non-Conference,0,3,3-0,3,19,25,Baylor,Baylor,FALSE
2019-09-24,Austin Peay,OVC,Western Ky.,C-USA,Non-Conference,0,3,3-0,3,21,25,Western Ky.,Western Ky.,FALSE
2019-09-24,Valparaiso,MVC,Milwaukee,Horizon,Non-Conference,0,3,3-0,3,15,25,Milwaukee,Milwaukee,FALSE
2019-09-24,Stetson,ASUN,Jacksonville,ASUN,ASUN,1,3,3-1,4,25,23,Stetson,Jacksonville,TRUE
2019-09-24,UT Martin,OVC,Southeast Mo. St.,OVC,OVC,1,3,3-1,4,13,25,Southeast Mo. St.,Southeast Mo. St.,FALSE
2019-09-24,Lamar University,Southland,New Orleans,Southland,Southland,1,3,3-1,4,25,17,Lamar University,New Orleans,TRUE
2019-09-24,Boise St.,Mountain West,Utah St.,Mountain West,Mountain West,3,0,3-0,3,25,18,Boise St.,Boise St.,FALSE
2019-09-24,Montana St.,Big Sky,Montana,Big Sky,Big Sky,3,0,3-0,3,25,21,Montana St.,Montana St.,FALSE
2019-09-24,Alabama,SEC,Texas A&M,SEC,SEC,1,3,3-1,4,20,25,Texas A&M,Texas A&M,FALSE
2019-09-24,CSUN,Big West,UC Santa Barbara,Big West,Big West,2,3,3-2,5,9,25,UC Santa Barbara,UC Santa Barbara,FALSE
2019-09-24,Long Beach St.,Big West,Cal Poly,Big West,Big West,0,3,3-0,3,22,25,Cal Poly,Cal Poly,FALSE
2019-09-24,UC Irvine,Big West,UC Davis,Big West,Big West,2,3,3-2,5,15,25,UC Davis,UC Davis,FALSE
2019-09-24,Cal St. Fullerton,Big West,UC Riverside,Big West,Big West,1,3,3-1,4,24,26,UC Riverside,UC Riverside,FALSE
2019-09-25,Butler,Big East,Marquette,Big East,Big East,0,3,3-0,3,22,25,Marquette,Marquette,FALSE
2019-09-25,Pittsburgh,ACC,Virginia,ACC,ACC,3,0,3-0,3,25,11,Pittsburgh,Pittsburgh,FALSE
2019-09-25,Siena,MAAC,Binghamton,America East,Non-Conference,3,0,3-0,3,25,23,Siena,Siena,FALSE
2019-09-25,Campbell,Big South,East Carolina,AAC,Non-Conference,0,3,3-0,3,23,25,East Carolina,East Carolina,FALSE
2019-09-25,Michigan,Big Ten,Rutgers,Big Ten,Big Ten,3,0,3-0,3,25,14,Michigan,Michigan,FALSE
2019-09-25,Ohio St.,Big Ten,Maryland,Big Ten,Big Ten,3,1,3-1,4,25,19,Ohio St.,Ohio St.,FALSE
2019-09-25,West Virginia,Big 12,Texas Tech,Big 12,Big 12,1,3,3-1,4,23,25,Texas Tech,Texas Tech,FALSE
2019-09-25,Xavier,Big East,DePaul,Big East,Big East,3,2,3-2,5,25,23,Xavier,Xavier,FALSE
2019-09-25,Rider,MAAC,American,Patriot,Non-Conference,0,3,3-0,3,15,25,American,American,FALSE
2019-09-25,Tennessee Tech,OVC,Jacksonville St.,OVC,OVC,0,3,3-0,3,15,25,Jacksonville St.,Jacksonville St.,FALSE
2019-09-25,Chattanooga,SoCon,Samford,SoCon,SoCon,0,3,3-0,3,19,25,Samford,Samford,FALSE
2019-09-25,Iowa St.,Big 12,Texas,Big 12,Big 12,1,3,3-1,4,18,25,Texas,Texas,FALSE
2019-09-25,Michigan St.,Big Ten,Penn St.,Big Ten,Big Ten,0,3,3-0,3,24,26,Penn St.,Penn St.,FALSE
2019-09-25,Arkansas,SEC,LSU,SEC,SEC,0,3,3-0,3,15,25,LSU,LSU,FALSE
2019-09-25,Washington,Pac-12,Washington St.,Pac-12,Pac-12,1,3,3-1,4,25,22,Washington,Washington St.,TRUE
2019-09-25,Colorado,Pac-12,Utah,Pac-12,Pac-12,0,3,3-0,3,11,25,Utah,Utah,FALSE
2019-09-25,TCU,Big 12,Oklahoma,Big 12,Big 12,0,3,3-0,3,17,25,Oklahoma,Oklahoma,FALSE
2019-09-25,Southern California,Pac-12,UCLA,Pac-12,Pac-12,2,3,3-2,5,25,12,Southern California,UCLA,TRUE
2019-09-26,Akron,MAC,Buffalo,MAC,MAC,3,2,3-2,5,25,19,Akron,Akron,FALSE
2019-09-26,Houston Baptist,Southland,Central Ark.,Southland,Southland,3,1,3-1,4,25,19,Houston Baptist,Houston Baptist,FALSE
2019-09-26,Ball St.,MAC,Toledo,MAC,MAC,3,0,3-0,3,25,19,Ball St.,Ball St.,FALSE
2019-09-26,UNCW,CAA,James Madison,CAA,CAA,0,3,3-0,3,15,25,James Madison,James Madison,FALSE
2019-09-26,UIW,Southland,Abilene Christian,Southland,Southland,0,3,3-0,3,24,26,Abilene Christian,Abilene Christian,FALSE
2019-09-26,Nicholls St.,Southland,New Orleans,Southland,Southland,1,3,3-1,4,12,25,New Orleans,New Orleans,FALSE
2019-09-26,A&M-Corpus Christi,Southland,SFA,Southland,Southland,0,3,3-0,3,19,25,SFA,SFA,FALSE
2019-09-26,Arkansas St.,Sun Belt,Troy,Sun Belt,Sun Belt,1,3,3-1,4,25,21,Arkansas St.,Troy,TRUE
2019-09-26,Sam Houston St.,Southland,Northwestern St.,Southland,Southland,3,1,3-1,4,21,25,Northwestern St.,Sam Houston St.,TRUE
2019-09-26,CSU Bakersfield,WAC,Kansas City,WAC,WAC,0,3,3-0,3,17,25,Kansas City,Kansas City,FALSE
2019-09-26,New Mexico St.,WAC,Utah Valley,WAC,WAC,3,1,3-1,4,25,19,New Mexico St.,New Mexico St.,FALSE
2019-09-26,Grand Canyon,WAC,Chicago St.,WAC,WAC,3,0,3-0,3,25,21,Grand Canyon,Grand Canyon,FALSE
2019-09-26,McNeese,Southland,Southeastern La.,Southland,Southland,0,3,3-0,3,25,27,Southeastern La.,Southeastern La.,FALSE
2019-09-26,Utah St.,Mountain West,Air Force,Mountain West,Mountain West,1,3,3-1,4,18,25,Air Force,Air Force,FALSE
2019-09-26,Idaho St.,Big Sky,Southern Utah,Big Sky,Big Sky,3,0,3-0,3,25,19,Idaho St.,Idaho St.,FALSE
2019-09-26,Oregon,Pac-12,Oregon St.,Pac-12,Pac-12,2,3,3-2,5,25,9,Oregon,Oregon St.,TRUE
2019-09-26,UNLV,Mountain West,Wyoming,Mountain West,Mountain West,2,3,3-2,5,25,22,UNLV,Wyoming,TRUE
2019-09-26,BYU,WCC,Gonzaga,WCC,WCC,3,0,3-0,3,25,13,BYU,BYU,FALSE
2019-09-26,UTRGV,WAC,Seattle U,WAC,WAC,3,0,3-0,3,25,21,UTRGV,UTRGV,FALSE
2019-09-26,Portland St.,Big Sky,Idaho,Big Sky,Big Sky,0,3,3-0,3,24,26,Idaho,Idaho,FALSE
2019-09-26,Nevada,Mountain West,Fresno St.,Mountain West,Mountain West,0,3,3-0,3,21,25,Fresno St.,Fresno St.,FALSE
2019-09-26,San Jose St.,Mountain West,San Diego St.,Mountain West,Mountain West,2,3,3-2,5,14,25,San Diego St.,San Diego St.,FALSE
2019-09-26,Montana,Big Sky,Northern Colo.,Big Sky,Big Sky,0,3,3-0,3,23,25,Northern Colo.,Northern Colo.,FALSE
2019-09-26,New Mexico,Mountain West,Colorado St.,Mountain West,Mountain West,0,3,3-0,3,13,25,Colorado St.,Colorado St.,FALSE
2019-09-26,Sacramento St.,Big Sky,Eastern Wash.,Big Sky,Big Sky,3,1,3-1,4,25,14,Sacramento St.,Sacramento St.,FALSE
2019-09-26,Weber St.,Big Sky,Northern Ariz.,Big Sky,Big Sky,1,3,3-1,4,17,25,Northern Ariz.,Northern Ariz.,FALSE
2019-09-26,Arizona,Pac-12,Arizona St.,Pac-12,Pac-12,0,3,3-0,3,20,25,Arizona St.,Arizona St.,FALSE
2019-09-26,San Diego,WCC,Portland,WCC,WCC,3,0,3-0,3,25,18,San Diego,San Diego,FALSE
2019-09-26,Santa Clara,WCC,LMU (CA),WCC,WCC,0,3,3-0,3,14,25,LMU (CA),LMU (CA),FALSE
2019-09-26,San Francisco,WCC,Pepperdine,WCC,WCC,1,3,3-1,4,18,25,Pepperdine,Pepperdine,FALSE
2019-09-26,Stanford,Pac-12,California,Pac-12,Pac-12,3,1,3-1,4,20,25,California,Stanford,TRUE
2019-09-27,Mercer,SoCon,The Citadel,SoCon,SoCon,3,2,3-2,5,18,25,The Citadel,Mercer,TRUE
2019-09-27,Georgia,SEC,South Carolina,SEC,SEC,3,2,3-2,5,22,25,South Carolina,Georgia,TRUE
2019-09-27,Mississippi St.,SEC,Kentucky,SEC,SEC,1,3,3-1,4,17,25,Kentucky,Kentucky,FALSE
2019-09-27,Dayton,Atlantic 10,Saint Louis,Atlantic 10,Atlantic 10,3,0,3-0,3,25,18,Dayton,Dayton,FALSE
2019-09-27,Alcorn,SWAC,Southern U.,SWAC,SWAC,0,3,3-0,3,7,25,Southern U.,Southern U.,FALSE
2019-09-27,Texas Southern,SWAC,Alabama St.,SWAC,SWAC,3,2,3-2,5,22,25,Alabama St.,Texas Southern,TRUE
2019-09-27,Jackson St.,SWAC,Grambling,SWAC,SWAC,3,1,3-1,4,25,23,Jackson St.,Jackson St.,FALSE
2019-09-27,Ark.-Pine Bluff,SWAC,Alabama A&M,SWAC,SWAC,1,3,3-1,4,20,25,Alabama A&M,Alabama A&M,FALSE
2019-09-27,Mississippi Val.,SWAC,Prairie View,SWAC,SWAC,0,3,3-0,3,14,25,Prairie View,Prairie View,FALSE
2019-09-27,Sacred Heart,NEC,St. Francis Brooklyn,NEC,NEC,3,2,3-2,5,23,25,St. Francis Brooklyn,Sacred Heart,TRUE
2019-09-27,Ark.-Pine Bluff,SWAC,Alabama St.,SWAC,SWAC,3,0,3-0,3,25,23,Ark.-Pine Bluff,Ark.-Pine Bluff,FALSE
2019-09-27,South Carolina St.,MEAC,N.C. A&T,MEAC,MEAC,0,3,3-0,3,21,25,N.C. A&T,N.C. A&T,FALSE
2019-09-27,Miami (OH),MAC,Kent St.,MAC,MAC,3,0,3-0,3,25,23,Miami (OH),Miami (OH),FALSE
2019-09-27,Oakland,Horizon,Wright St.,Horizon,Horizon,0,3,3-0,3,9,25,Wright St.,Wright St.,FALSE
2019-09-27,ETSU,SoCon,Furman,SoCon,SoCon,3,1,3-1,4,24,26,Furman,ETSU,TRUE
2019-09-27,Presbyterian,Big South,Winthrop,Big South,Big South,1,3,3-1,4,26,24,Presbyterian,Winthrop,TRUE
2019-09-27,Youngstown St.,Horizon,Northern Ky.,Horizon,Horizon,0,3,3-0,3,13,25,Northern Ky.,Northern Ky.,FALSE
2019-09-27,Loyola Maryland,Patriot,Holy Cross,Patriot,Patriot,3,0,3-0,3,25,23,Loyola Maryland,Loyola Maryland,FALSE
2019-09-27,Charleston So.,Big South,Gardner-Webb,Big South,Big South,3,0,3-0,3,25,8,Charleston So.,Charleston So.,FALSE
2019-09-27,UConn,AAC,UCF,AAC,AAC,0,3,3-0,3,16,25,UCF,UCF,FALSE
2019-09-27,Cleveland St.,Horizon,IUPUI,Horizon,Horizon,2,3,3-2,5,20,25,IUPUI,IUPUI,FALSE
2019-09-27,La Salle,Atlantic 10,VCU,Atlantic 10,Atlantic 10,2,3,3-2,5,23,25,VCU,VCU,FALSE
2019-09-27,Western Caro.,SoCon,UNC Greensboro,SoCon,SoCon,3,0,3-0,3,25,14,Western Caro.,Western Caro.,FALSE
2019-09-27,Southern Miss.,C-USA,Marshall,C-USA,C-USA,0,3,3-0,3,16,25,Marshall,Marshall,FALSE
2019-09-27,Howard,MEAC,Bethune-Cookman,MEAC,MEAC,3,1,3-1,4,20,25,Bethune-Cookman,Howard,TRUE
2019-09-27,Georgetown,Big East,Providence,Big East,Big East,3,2,3-2,5,24,26,Providence,Georgetown,TRUE
2019-09-27,Miami (FL),ACC,Wake Forest,ACC,ACC,3,0,3-0,3,25,17,Miami (FL),Miami (FL),FALSE
2019-09-27,Norfolk St.,MEAC,Florida A&M,MEAC,MEAC,2,3,3-2,5,28,26,Norfolk St.,Florida A&M,TRUE
2019-09-27,Lipscomb,ASUN,Stetson,ASUN,ASUN,3,2,3-2,5,18,25,Stetson,Lipscomb,TRUE
2019-09-27,Samford,SoCon,Wofford,SoCon,SoCon,3,1,3-1,4,24,26,Wofford,Samford,TRUE
2019-09-27,Bryant,NEC,Fairleigh Dickinson,NEC,NEC,3,0,3-0,3,25,23,Bryant,Bryant,FALSE
2019-09-27,Tennessee St.,OVC,Eastern Ky.,OVC,OVC,3,1,3-1,4,25,22,Tennessee St.,Tennessee St.,FALSE
2019-09-27,Belmont,OVC,Morehead St.,OVC,OVC,1,3,3-1,4,25,20,Belmont,Morehead St.,TRUE
2019-09-27,Ga. Southern,Sun Belt,Coastal Carolina,Sun Belt,Sun Belt,0,3,3-0,3,16,25,Coastal Carolina,Coastal Carolina,FALSE
2019-09-27,Virginia Tech,ACC,Virginia,ACC,ACC,1,3,3-1,4,26,28,Virginia,Virginia,FALSE
2019-09-27,Florida St.,ACC,Duke,ACC,ACC,3,1,3-1,4,27,25,Florida St.,Florida St.,FALSE
2019-09-27,Georgia St.,Sun Belt,Appalachian St.,Sun Belt,Sun Belt,1,3,3-1,4,25,23,Georgia St.,Appalachian St.,TRUE
2019-09-27,Texas Southern,SWAC,Jackson St.,SWAC,SWAC,0,3,3-0,3,20,25,Jackson St.,Jackson St.,FALSE
2019-09-27,Mississippi Val.,SWAC,Grambling,SWAC,SWAC,0,3,3-0,3,18,25,Grambling,Grambling,FALSE
2019-09-27,Towson,CAA,Delaware,CAA,CAA,3,0,3-0,3,25,20,Towson,Towson,FALSE
2019-09-27,Stony Brook,America East,Hartford,America East,America East,1,3,3-1,4,25,23,Stony Brook,Hartford,TRUE
2019-09-27,Temple,AAC,South Fla.,AAC,AAC,0,3,3-0,3,22,25,South Fla.,South Fla.,FALSE
2019-09-27,LIU,NEC,Central Conn. St.,NEC,NEC,3,2,3-2,5,25,21,LIU,LIU,FALSE
2019-09-27,Northeastern,CAA,William & Mary,CAA,CAA,3,0,3-0,3,25,20,Northeastern,Northeastern,FALSE
2019-09-27,Syracuse,ACC,Georgia Tech,ACC,ACC,1,3,3-1,4,17,25,Georgia Tech,Georgia Tech,FALSE
2019-09-27,NC State,ACC,Louisville,ACC,ACC,2,3,3-2,5,30,28,NC State,Louisville,TRUE
2019-09-27,Austin Peay,OVC,SIUE,OVC,OVC,3,1,3-1,4,25,19,Austin Peay,Austin Peay,FALSE
2019-09-27,Eastern Mich.,MAC,Western Mich.,MAC,MAC,0,3,3-0,3,16,25,Western Mich.,Western Mich.,FALSE
2019-09-27,Duquesne,Atlantic 10,Davidson,Atlantic 10,Atlantic 10,1,3,3-1,4,19,25,Davidson,Davidson,FALSE
2019-09-27,Valparaiso,MVC,Loyola Chicago,MVC,MVC,0,3,3-0,3,12,25,Loyola Chicago,Loyola Chicago,FALSE
2019-09-27,Albany (NY),America East,UMBC,America East,America East,3,2,3-2,5,25,21,Albany (NY),Albany (NY),FALSE
2019-09-27,Navy,Patriot,Army West Point,Patriot,Patriot,2,3,3-2,5,15,25,Army West Point,Army West Point,FALSE
2019-09-27,Lehigh,Patriot,Lafayette,Patriot,Patriot,3,2,3-2,5,24,26,Lafayette,Lehigh,TRUE
2019-09-27,East Carolina,AAC,Cincinnati,AAC,AAC,0,3,3-0,3,14,25,Cincinnati,Cincinnati,FALSE
2019-09-27,North Carolina,ACC,Notre Dame,ACC,ACC,0,3,3-0,3,23,25,Notre Dame,Notre Dame,FALSE
2019-09-27,Murray St.,OVC,Eastern Ill.,OVC,OVC,3,0,3-0,3,25,19,Murray St.,Murray St.,FALSE
2019-09-27,Indiana St.,MVC,Drake,MVC,MVC,2,3,3-2,5,25,21,Indiana St.,Drake,TRUE
2019-09-27,Evansville,MVC,UNI,MVC,MVC,1,3,3-1,4,17,25,UNI,UNI,FALSE
2019-09-27,Auburn,SEC,Florida,SEC,SEC,0,3,3-0,3,12,25,Florida,Florida,FALSE
2019-09-27,Bowling Green,MAC,Ohio,MAC,MAC,3,2,3-2,5,23,25,Ohio,Bowling Green,TRUE
2019-09-27,Southern Ill.,MVC,Bradley,MVC,MVC,3,2,3-2,5,25,22,Southern Ill.,Southern Ill.,FALSE
2019-09-27,FIU,C-USA,Fla. Atlantic,C-USA,C-USA,1,3,3-1,4,25,23,FIU,Fla. Atlantic,TRUE
2019-09-27,Delaware St.,MEAC,Coppin St.,MEAC,MEAC,0,3,3-0,3,21,25,Coppin St.,Coppin St.,FALSE
2019-09-27,Penn,Ivy League,Princeton,Ivy League,Ivy League,0,3,3-0,3,20,25,Princeton,Princeton,FALSE
2019-09-27,Denver,Summit League,Purdue Fort Wayne,Summit League,Summit League,1,3,3-1,4,18,25,Purdue Fort Wayne,Purdue Fort Wayne,FALSE
2019-09-27,Green Bay,Horizon,UIC,Horizon,Horizon,3,2,3-2,5,23,25,UIC,Green Bay,TRUE
2019-09-27,Missouri St.,MVC,Illinois St.,MVC,MVC,0,3,3-0,3,14,25,Illinois St.,Illinois St.,FALSE
