date,team1,conference1,team2,conference2,conference_match,sets_1,sets_2,final_score,sets_played,team1_set1,team2_set1,set1_winner,match_winner,comeback_win
2019-11-21,Tennessee Tech,OVC,Southeast Mo. St.,OVC,OVC,1,3,3-1,4,11,25,Southeast Mo. St.,Southeast Mo. St.,FALSE
2019-11-21,Austin Peay,OVC,Morehead St.,OVC,OVC,1,3,3-1,4,25,20,Austin Peay,Morehead St.,TRUE
2019-11-21,Kent St.,MAC,Ohio,MAC,MAC,2,3,3-2,5,14,25,Ohio,Ohio,FALSE
2019-11-21,Stetson,ASUN,Lipscomb,ASUN,ASUN,1,3,3-1,4,25,18,Stetson,Lipscomb,TRUE
2019-11-21,Seattle U,WAC,Kansas City,WAC,WAC,1,3,3-1,4,20,25,Kansas City,Kansas City,FALSE
2019-11-21,Arkansas St.,Sun Belt,Louisiana,Sun Belt,Sun Belt,3,2,3-2,5,20,25,Louisiana,Arkansas St.,TRUE
2019-11-21,Duke,ACC,North Carolina,ACC,ACC,0,3,3-0,3,24,26,North Carolina,North Carolina,FALSE
2019-11-21,SIUE,OVC,Jacksonville St.,OVC,OVC,0,3,3-0,3,30,32,Jacksonville St.,Jacksonville St.,FALSE
2019-11-21,Buffalo,MAC,Akron,MAC,MAC,3,0,3-0,3,25,15,Buffalo,Buffalo,FALSE
2019-11-21,North Florida,ASUN,Liberty,ASUN,ASUN,1,3,3-1,4,25,22,North Florida,Liberty,TRUE
2019-11-21,UTRGV,WAC,Utah Valley,WAC,WAC,0,3,3-0,3,17,25,Utah Valley,Utah Valley,FALSE
2019-11-21,Eastern Wash.,Big Sky,Northern Ariz.,Big Sky,Big Sky,0,3,3-0,3,19,25,Northern Ariz.,Northern Ariz.,FALSE
2019-11-21,New Mexico,Mountain West,Air Force,Mountain West,Mountain West,3,0,3-0,3,25,14,New Mexico,New Mexico,FALSE
2019-11-21,UT Arlington,Sun Belt,Appalachian St.,Sun Belt,Sun Belt,3,1,3-1,4,25,23,UT Arlington,UT Arlington,FALSE
2019-11-21,Idaho,Big Sky,Southern Utah,Big Sky,Big Sky,0,3,3-0,3,26,28,Southern Utah,Southern Utah,FALSE
2019-11-21,Washington St.,Pac-12,Arizona St.,Pac-12,Pac-12,1,3,3-1,4,23,25,Arizona St.,Arizona St.,FALSE
2019-11-21,Portland St.,Big Sky,Northern Colo.,Big Sky,Big Sky,0,3,3-0,3,19,25,Northern Colo.,Northern Colo.,FALSE
2019-11-21,Montana St.,Big Sky,Idaho St.,Big Sky,Big Sky,3,0,3-0,3,25,18,Montana St.,Montana St.,FALSE
2019-11-21,San Diego St.,Mountain West,Utah St.,Mountain West,Mountain West,3,1,3-1,4,25,18,San Diego St.,San Diego St.,FALSE
2019-11-21,Portland,WCC,BYU,WCC,WCC,0,3,3-0,3,15,25,BYU,BYU,FALSE
2019-11-21,Wyoming,Mountain West,Nevada,Mountain West,Mountain West,3,2,3-2,5,19,25,Nevada,Wyoming,TRUE
2019-11-21,Colorado St.,Mountain West,San Jose St.,Mountain West,Mountain West,3,2,3-2,5,18,25,San Jose St.,Colorado St.,TRUE
2019-11-21,Fresno St.,Mountain West,Boise St.,Mountain West,Mountain West,0,3,3-0,3,17,25,Boise St.,Boise St.,FALSE
2019-11-21,Montana,Big Sky,Weber St.,Big Sky,Big Sky,1,3,3-1,4,19,25,Weber St.,Weber St.,FALSE
2019-11-21,Gonzaga,WCC,San Diego,WCC,WCC,0,3,3-0,3,16,25,San Diego,San Diego,FALSE
2019-11-21,LMU (CA),WCC,San Francisco,WCC,WCC,1,3,3-1,4,18,25,San Francisco,San Francisco,FALSE
2019-11-21,Pepperdine,WCC,Santa Clara,WCC,WCC,3,0,3-0,3,25,20,Pepperdine,Pepperdine,FALSE
2019-11-21,Oregon St.,Pac-12,Southern California,Pac-12,Pac-12,2,3,3-2,5,14,25,Southern California,Southern California,FALSE
2019-11-22,CSUN,Big West,Hawaii,Big West,Big West,0,3,3-0,3,18,25,Hawaii,Hawaii,FALSE
2019-11-22,UMES,MEAC,N.C. A&T,MEAC,MEAC,1,3,3-1,4,21,25,N.C. A&T,N.C. A&T,FALSE
2019-11-22,Yale,Ivy League,Princeton,Ivy League,Ivy League,1,3,3-1,4,25,23,Yale,Princeton,TRUE
2019-11-22,Florida St.,ACC,Pittsburgh,ACC,ACC,1,3,3-1,4,19,25,Pittsburgh,Pittsburgh,FALSE
2019-11-22,Iowa,Big Ten,Wisconsin,Big Ten,Big Ten,0,3,3-0,3,18,25,Wisconsin,Wisconsin,FALSE
2019-11-22,Marquette,Big East,Creighton,Big East,Big East,1,3,3-1,4,25,22,Marquette,Creighton,TRUE
2019-11-22,Nebraska,Big Ten,Minnesota,Big Ten,Big Ten,3,2,3-2,5,25,22,Nebraska,Nebraska,FALSE
2019-11-22,Stanford,Pac-12,Utah,Pac-12,Pac-12,3,1,3-1,4,23,25,Utah,Stanford,TRUE
2019-11-22,Oregon,Pac-12,UCLA,Pac-12,Pac-12,2,3,3-2,5,26,24,Oregon,UCLA,TRUE
2019-11-22,Coppin St.,MEAC,N.C. Central,MEAC,MEAC,3,1,3-1,4,25,17,Coppin St.,Coppin St.,FALSE
2019-11-22,Furman,SoCon,Wofford,SoCon,SoCon,3,1,3-1,4,25,15,Furman,Furman,FALSE
2019-11-22,Southeastern La.,Southland,Sam Houston St.,Southland,Southland,2,3,3-2,5,19,25,Sam Houston St.,Sam Houston St.,FALSE
2019-11-22,Grambling,SWAC,Alabama A&M,SWAC,SWAC,1,3,3-1,4,25,21,Grambling,Alabama A&M,TRUE
2019-11-22,Middle Tenn.,C-USA,Western Ky.,C-USA,C-USA,0,3,3-0,3,14,25,Western Ky.,Western Ky.,FALSE
2019-11-22,The Citadel,SoCon,Samford,SoCon,SoCon,0,3,3-0,3,21,25,Samford,Samford,FALSE
2019-11-22,South Carolina St.,MEAC,Howard,MEAC,MEAC,0,3,3-0,3,12,25,Howard,Howard,FALSE
2019-11-22,Northwestern St.,Southland,Houston Baptist,Southland,Southland,3,1,3-1,4,22,25,Houston Baptist,Northwestern St.,TRUE
2019-11-22,Alabama St.,SWAC,Southern U.,SWAC,SWAC,3,1,3-1,4,20,25,Southern U.,Alabama St.,TRUE
2019-11-22,Fla. Atlantic,C-USA,Marshall,C-USA,C-USA,3,0,3-0,3,25,15,Fla. Atlantic,Fla. Atlantic,FALSE
2019-11-22,Oakland,Horizon,Green Bay,Horizon,Horizon,0,3,3-0,3,18,25,Green Bay,Green Bay,FALSE
2019-11-22,Central Conn. St.,NEC,Robert Morris,NEC,NEC,3,2,3-2,5,26,24,Central Conn. St.,Central Conn. St.,FALSE
2019-11-22,Georgetown,Big East,St. John's (NY),Big East,Big East,0,3,3-0,3,21,25,St. John's (NY),St. John's (NY),FALSE
2019-11-22,La Salle,Atlantic 10,George Washington,Atlantic 10,Atlantic 10,3,0,3-0,3,25,19,La Salle,La Salle,FALSE
